Description,TotalSales,AvgProfitMargin,TargetBrand
B Doon Not Drinking Any Merl,54035.91,31.43052463,No
The Dreaming Tree Pnt Nr CA,57856.24,36.2526151,No
Barefoot Bubbly Brut Cuvee,53196.75,30.69106665,No
Dr McGillicuddy's Vanilla,49437.09,25.7152474,No
Arca Nova Vinho Verde,55629.54,34.03044498,No
Castle Rock Pnt Nr,61624.88,40.57555974,No
Ghost Pines Chard L Martini,65890.11,44.4688133,No
C Y Toro Frontera Malbec,62584.53,41.54497925,No
Gazdina Rakija Pear Brandy,51254.85,28.6547517,No
F Coppola Sofia Rose,55014.31,33.53485666,No
St Francis Merlot,56057.64,35.026091,No
Russian Standard Original,53592.46,32.06398811,No
Spalletti Toscana Rosso Palz,59386.03,38.73448015,No
Franciscan Merlot Napa,56537.7,35.64913323,No
Ch de Ribebon Brdx,44610.24,18.45632303,No
Wild Horse CC Cab Svgn,70088.95,48.15028617,No
Evan Williams Single Barrel,46958.89,22.69489334,No
Metaxa Amphora,51872.46,30.0807789,No
Grande Absente Absinthe,47355.16,23.52563058,No
Montelobos Mezcal,46485.49,22.12227945,No
Wycliff Brut,52200.39,30.72913823,No
Stolichnaya Elit Vodka,43761.74,17.45049443,No
Hirsch Selection Bourbon,52125.73,30.72012613,No
Grand Marnier Cuvee du Cent,43347.11,16.95280262,No
Warre's Late Bottled Vintage,56726.83,36.56289273,No
Zaccagnini Pnt Grigio,68835.57,47.74852594,No
Smugglers Notch Vodka,44964.78,20.04477727,No
Flag Hill Sugar Maple Liquer,46481.04,22.85370551,No
14 Hands Chard Wash,58250.47,38.44744944,No
Las Rocas Garnacha San Alej,59693.32,39.99680366,No
Lancaster Est Cab Svgn,55146.21,35.05876469,No
Salmon Run NY Rsl,68264,47.54372729,No
Laphroaig Cask Strength 10Yr,48105.2,25.57864846,No
Zeller Schwarze Rsl Valcknbg,53416.53,33.03031852,No
Opici Sangria,55872.77,35.98420125,No
Gnarly Head Authentic Black,48189.54,25.80418904,No
Spellbound Chard,52498.59,31.93661011,No
Hi! Prosecco,56199.34,36.44213615,No
Chloe Prosecco,46386.85,23.01195274,No
Warre's Otima 10-Yr Tawny,57747.62,38.21147954,No
Santa Lucia Sangvs Monte Ant,63748.87,44.0367492,No
Tortoise Creek Rose le Charm,52480.84,32.0277648,No
Franciscan Est Chard Napa,73061.67,51.34343357,No
Jesse James America's Outlaw,47752.06,25.59232,No
Taylor Tawny Port,51799.17,31.50855506,No
Bacardi Party Drinks Zombie,52286.16,32.15246635,No
The Dreaming Tree CC Chard,48796.96,27.30497965,No
Novelty Hill Svgn Bl,49500.45,28.42893347,No
Teeling Irish Whiskey,40732.61,13.0751749,No
Bota Box Nighthawk Dark Red,48915,27.80864765,No
Casa Noble Blanco Crystal,48556.96,27.41473107,No
Courvoisier 12 Yr Cognac,46321.06,24.01216639,No
Chauffe-Coeur Calvados VSOP,45660.93,22.94254629,No
Hudson Manhattan Rye,48385.26,57.43055437,No
Dolin Sweet Red Vermouth,55176.56,36.26614272,No
Valckenberg Gewurz Pfalz,51944.92,32.32379605,No
Moet & Chandon Grand Vintage,47361.16,25.79299156,No
M & R Asti 4 Pak,48919.2,28.25363048,No
Nikka Coffey Grain Whisky,46018.6,23.8440109,No
Livingston Cellars Red Rose,53307.54,34.3621559,No
Jadot Chardonnay,46787.84,25.22027091,No
Dewars 18 Yr Old Founders Rv,42753.56,18.19048519,No
Layer Cake Virgin Chard,50555.68,30.83249993,No
Beringer Classic Pink Moscat,57972.46,39.71451272,No
Dolin Dry White Vermouth,54001.4,35.35508339,No
Dubonnet Rouge,58171.86,39.99217147,No
Jack Daniels Family 4 Pk/50m,48646.33,28.25074368,No
Cambria Katherines Chard,52837.03,33.9548419,No
Juan Gil Jumilla Rd,57635.95,39.46111758,No
New Harbor Svgn Bl Marlboro,55559.91,37.20330001,No
Geyser Peak Cab Svgn,57755.93,39.62095321,No
Beringer Fndrs Est Chard,85733.15,43.19712313,No
Paul Masson Gr Amber Brandy,44388.52,21.63730622,No
Oyster Bay Pnt Nr Marlboro,52515.12,33.84762331,No
Nozzole Chianti Clsc RSV,59229.27,41.44894914,No
Ch Hyot Brdx Castillon,43333.34,19.98881231,No
Maso Canali Pinot Grigio Tr,49688.38,30.37567335,No
Jadot Bourgogne Pinot Noir,50669.17,31.74895109,No
Stock Italian X Dry Vermouth,89688.62,24.32671675,No
Cupcake Malbec,60351.79,42.85395678,No
Menage a Trois White,55806.58,38.20648031,No
Lugny Les Charmes Macon,53034.02,35.06583133,No
Fathom Merlot 13,39320.73,12.47937157,No
Middle Sister Drama Queen Pi,71732.46,52.02646055,No
K Volk Pnt Nr San Benito,46316.61,25.73195663,No
Sweet Baby Vyds White Peach,44602.8,22.8861641,No
Vendange Cab Svgn,61914.73,38.76412918,No
Bota Box Znfdl,55937.67,38.60137542,No
Bowman's Vodka,47211.66,27.30990607,No
Ghost Pines Red L Martini,58908.86,41.7506976,No
Smirnoff Sorbet Pine/Coconut,58292.83,27.51848585,No
Korbel Sweet Rose,52288.09,34.49842976,No
The Beach House Pinot Grigio,51982.42,34.21256648,No
Peter Vella Sangria B/B,55133.22,38.1308039,No
Black Stallion Cab Svgn Napa,54276.04,37.16450205,No
Masi Soave 2012 Classico,51121.74,33.55621307,No
Rough Rider Straight Bourbon,39653.98,14.36683027,No
Toasted Head Cab Svgn,55479.34,38.8321851,No
George Dickel Rye,48836.84,30.54546527,No
Fish Eye Chard,56803.55,40.29387248,No
Pyrat XO Reserve Rum,53157.47,36.20808139,No
Sheffield Cream Sherry,48960.99,30.98975327,No
Pinnacle Vodka Cane 4/50mls,48075.51,29.88271991,No
Ruffino Aziano Chianti Clsc,51363.72,34.37289978,No
St George Botanivore Gin,38447.18,12.42814167,No
Metaxa Ouzo,45723.18,26.4724807,No
Plomari Ouzo,47849.83,29.74708583,No
Dom Vacheron Sancerre Blanc,46821.44,28.20530509,No
Twisted Shotz Multi Pack,43256.54,22.30113643,No
Colavita Pnt Nr,51731.33,35.07014028,No
Gazdina Rakija Plum Brandy,41181,18.43573493,No
Glenmorangie Collection 4 Pk,48592.81,30.95978603,No
Glenrothes Vintage Rsv,43350.18,22.62288184,No
Vendange Wh Znfdl,58087.26,29.55575589,No
Belcreme de Lys Chard,51742.87,35.29404148,No
Clontarf Irish Whiskey,44067.19,24.02374647,No
Pampero Ron Anejo Aniversari,46848.3,28.57926542,No
Andre Pink,52191.44,35.95608782,No
Summers Cab Svgn Rsv,76661.65,56.45700295,No
Ardbeg Uigeadail Scotch,47357.74,29.51906066,No
Bella Sera Pnt Grigio Del,46163.37,27.71966171,No
Noilly Prat Extra Dry Vermou,43606.35,23.51191971,No
La Belle Orange Liqueur,51887.46,35.75295457,No
Dom Seguinot-Bordet Chablis,49109.71,32.12106119,No
Ghost Pines Merlot L Martini,51133.23,34.81033762,No
Three Olives Berry Vodka,40313.82,17.39562264,No
Cavicchioli Prosecco,51093.56,34.93318923,No
Rain Organics Vodka,50346.37,33.99452632,No
Vendange Pnt Grigio,48436.8,31.43157682,No
Crown Royal Hand Slct Barrel,84969.41,60.92356061,No
Jim Beam Single Barrel,44555.38,25.49108548,No
Appleton Est VX Jamaican Rum,48949.89,32.30091018,No
Gallo Twin Valley Wh Znfdl C,55077.79,36.76602367,No
Veuve Clicquot Gold Label,48002.75,31.07763618,No
Gabbiano Chianti,54359.79,39.2248388,No
Bogle Svgn Bl Cal,52533.88,37.23547547,No
Gekkeikan Black & Gold Sake,43341.54,23.98977978,No
Clos du Bois RSV Chard RRV,52355.86,37.12444032,No
Clayhouse Adobe Red Paso Rbl,61676.04,46.71410486,No
Russian Standard Platinum,45783.74,28.32036002,No
Cross Springs Pnt Nr Colusa,48887.62,32.9305047,No
Mionetto Il Prosecco Spklg,56780.76,42.29647507,No
Gr Marnier Cordon Rouge VAP,55601.32,41.07776578,No
The Crossings Svgn Bl Marlbo,49761.1,34.20430818,No
Benziger Chard,49876.53,34.36752717,No
Cragganmore 12-Yr Sngle Malt,39698.18,17.5989932,No
Joseph Phelps Cab Svgn Napa,49708.1,34.21293512,No
McClelland Islay Single Mal,40166.04,18.64764363,No
Piledriver Red Blend 13,47212.89,30.89073768,No
Ch Ste Michelle Pnt Gris Was,53878.52,39.54978719,No
Terrazas RSV Malbec Mendoza,52337.75,37.91253923,No
Cruz Garcia Real Sangria Re,49656.73,34.58928931,No
Wild Horse CC Chard,67542.01,51.92698589,No
Campo Viejo Gran RSV Rioja,54738.58,40.71055552,No
Goslings Dark'N Stormy RTD,45436.7,28.59527651,No
Corazon de Agave Blanco,43572.03,25.58746976,No
DK Burst Blustery Peppermint,45084.6,28.17889035,No
Stillhouse Apple Crisp Moons,33253.62,2.727582741,No
J Lohr Falcons Perch Pnt Nr,75280.13,57.06064801,No
Villa Massa Limoncello,47382.08,31.9106295,No
Vendange Merlot,57412.81,38.70145564,No
Sweet Baby Vyds Strawberry,41616.68,22.65240764,No
Asbach Uralt German Brandy,44350.95,27.42987467,No
Wlm Hill Est No Cst Svgn Bl,46544.88,30.85770121,No
Produttori del Barbaresco P,47726.86,32.59393138,No
Ferrari-Carano Cab Svgn Alex,43278.58,25.67205301,No
Chambord Liqueur de France,42048.37,23.55965285,No
Grind Espresso Shot,42223.22,58.99815748,No
Copain Tous Ensemble 12 Chrd,65335.14,50.84903775,No
Haywood Chamizal Znfdl 09,66118.65,51.45696411,No
Mirafiore Barolo,49823.88,35.68626129,No
Tullamore Dew 12 Yr Old,46523.23,31.16857965,No
Bushmills 10 Yr Irish Whisky,41317.92,22.53075663,No
Forefront Pine Ridge Znfdl,63810.78,49.84769031,No
Death's Door Gin,43897.11,27.10353825,No
Truchard Znfdl,48282.79,33.75583722,No
Savory & James Deluxe Cream,42804.12,25.59641455,No
Midnight Moon Strawberry,51214.38,37.9181394,No
Gerard Bertrand 14 Gris Bl,33726.66,5.729769862,No
Zin 91 Old Vine Znfdl CA,44809.5,29.06772001,No
Cabot Trail Cana Cream Maple,45284.11,29.89938413,No
Cavit Chardonnay Trentino,53345.65,40.50855131,No
Livingston Chablis Cal,49241.71,32.22326173,No
Cruzan 151 Aged Rum,33743.12,6.06968176,No
Absinthe Ordinaire,44666.75,29.05102789,No
Baja Rosa Strawberry Liqueur,44336.04,28.57332319,No
Speyburn Brandan Orach,46271.19,31.6046983,No
Root 1 Cab Svgn,51400.71,38.44085033,No
Edradour 10 Yr Single Malt,53350.45,40.69579544,No
Bonny Doon Vin Gris de Cigar,47909.08,33.97806846,No
Perrier Jouet Blason Rose,42752.08,26.07723414,No
Cinnabon Cinnamon Liqueur,32667.71,3.272130186,No
J Roget Extra Dry,89706.27,31.9400606,No
Ch de Carles Brdx,48192.9,34.64203233,No
Marques de Caceres Rose,46849.84,32.94320749,No
Sutter Home Clsc Cab Svgn,44925,30.09237618,No
Bota Box Pnt Nr,49884.98,37.15543236,No
Talisker 18 Yr Old Scotch,50070.61,37.407593,No
Cruzan Passion Fruit Rum,41904.24,25.20947761,No
Ranga Ranga Svgn Bl,49774.75,37.0493674,No
St Supery Svgn Bl Napa,48544.5,35.46622171,No
DiSaronno Etro Icon VAP,41659.16,24.82546456,No
Old Forester 100 Bourbon,41568.6,24.73465549,No
Villa Jolanda Peach Moscato,48740.08,35.82328958,No
Tribuno Dry Vermouth,42909.27,27.33579481,No
Merryvale Cab Svgn,42652.81,27.02075197,No
E.H. Taylor Jr Small Batch,44148.96,29.50230311,No
Apothic Inferno,47582.37,34.60634685,No
R Mondavi Pvt Slctn Cab Sv,52482.46,40.75155776,No
Sella & Mosca RSV Cannonau,50443.77,38.40991663,No
Yago Sant'Gria Red,105143.1,42.83099097,No
Roth Est Svgn Bl Alex Vly,45355.39,31.72659302,No
A by Acacia Pnt Nr Cal,47345.5,34.61215955,No
Ruffino Chianti Superiore,47883.36,35.41138299,No
Martin Codax Albarino,49554.29,37.6368827,No
E.H.Taylor Jr Single Barrel,41333.11,25.41533894,No
Capt Morgan White Grapefruit,43522.3,52.57620634,No
Espolon Anejo Tequila,45282.57,32.04961644,No
Bailey's 50mL 4 Pack,47482.73,35.30793196,No
Skinnygirl Spicy Lime RTD,44992.1,31.77646742,No
Seaglass Pnt Nr,46972.98,34.84498961,No
1800 Ultimate Peach Margrita,46049.72,33.59594803,No
George Dickel No 8 Bourbon,41049.9,25.53928268,No
Predator Old Vine Znfdl Lodi,44781.25,31.93061828,No
Dewars Scratch Cask Scotch,38435.21,20.76158814,No
Villa Jolanda Strwby Moscato,48895.28,37.73192423,No
Muga Rioja RSV,45144.11,32.56604239,No
Kendall Jackson Pnt Gris VR,45805.74,33.6438621,No
Averna Amaro,34815.92,12.75956516,No
Bacio Divino 12 Pazzo,45585.27,33.4355374,No
Moet Nectar Imperial Rose,43015.07,29.66292976,No
Silverado Svgn Bl Napa,47609.98,36.47571371,No
Skyy Infusions TX Grapefruit,46642.77,35.1655144,No
Molletto Grappa di Barbera,38860.5,22.27477773,No
Banfi Rosso di Montalcino,47286.62,36.12821132,No
Antigal Uno Malbec Mendoza,41807.12,27.80703383,No
Ch Ste Michelle Gewurz Colum,46415.01,34.98226113,No
The Glenlivet 12 Yr Gift Pk,44374.78,32.14524106,No
Kahlua French Vanilla,54821.26,45.20676832,No
Mount Veeder Cab Svgn,60749.2,50.60270753,No
Peter Paul Live Free or Die,37666.81,20.36086942,No
Meukow 90,45522.44,34.14852104,No
Sutter Home Cab Svgn,52959.53,38.01827843,No
Line 39 Svgn Bl Lake County,52274.45,42.71256799,No
The Irishman Single Malt,30877.74,3.119334511,No
Erath Pnt Nr Estate OR,44983.8,33.68732744,No
Carlo Rossi Spanada Sangria,43827.3,31.97627962,No
Barefoot Svgn Bl Cal,43200.18,30.63213216,No
Mumm Napa Cuvee M Sparkling,30731.8,3.236452144,No
Frei Bros RSV Pnt Nr RRV,41869.03,28.99658769,No
Pernod Anise Liqueur,40090.47,25.87141034,No
Sweet Revenge,44075.03,32.61104984,No
Absolut Berri Acai,45821,35.18692303,No
Ch St Jean Belle Terre Chard,65146.54,54.41587535,No
DUKE Kentucky Bourbon,41938.36,29.31073127,No
Ole Smoky Wh Lightin'Moonshn,37706.52,21.43165161,No
Sterling Vntrs Pnt Grigio,45914.4,35.58465318,No
Newton Chard Napa/Sonoma,43223.46,31.61139807,No
Colombo Cape Bleue Rose VdP,44825.13,34.05835075,No
WolfHound Irish Whiskey,43103.49,31.42764078,No
Placido Pinot Grigio Venezi,45452.58,37.83435537,No
Bruichladdich Scotish Barley,36532.73,19.2977092,No
Smoking Loon Svgn Bl Cal,54758.68,46.16979445,No
Pine Ridge Chn Bl/Viognier,42931.34,31.39790186,No
Crystal Head Aurora Vodka,33234.46,11.43379492,No
Campo Viejo Tempranillo,45968.33,35.98011936,No
Johnnie Walker Select Casks,50720.47,42.08507926,No
Crown Royal Honey Limited,39950.76,26.5102341,No
Big House Red Cal,45799.95,35.93984273,No
Sutter Home Merlot Cal,95284.8,37.39093381,No
Jagermeister Spice,71907.51,56.58840861,No
Los Amantes Reposado Mezcal,39155.48,25.13364668,No
Peter Vella Merlot Calif B/B,47792.87,38.6929473,No
Justin Vyds 13 Svgn Bl C Cst,41898.12,30.11309338,No
Cazadores Blanco Tequila,42528.98,31.20079532,No
Kunde Chard Sonoma Valley,51729.74,43.43895794,No
Ardbeg Corryvreckan Scotch,41324.24,29.20910342,No
Milagro Silver Select Barrel,37137.79,21.23645483,No
Duboeuf Beaujolais Villages,42893.7,31.87134707,No
Chalk Hill Chard,45165.77,35.34191933,No
Craigellachie 13 Yr Scotch,29755.88,1.923418161,No
Beaulieu Cab Svgn Napa,46244.15,36.93403382,No
Green Spot Irish Whiskey,29503.69,1.174734415,No
St Remy XO Napoleon Brandy,42971.78,32.1825626,No
Vina Zaco Tempranillo Rioja,42649.7,31.69281378,No
Beringer Classic Red Moscato,47359.62,29.09245205,No
E&J Apple Brandy,30674.94,5.242064043,No
Gnarly Head 1924 Double Blac,38903.49,25.54883893,No
Tiefenbrunner Pnt Grigio,43892.81,34.04181687,No
Noble Vines 667 Pnt Nr Mntry,46126.46,37.24287535,No
Nicolas Feuillatte Brut,36761.85,21.33124421,No
Midnight Moon Blueberry,45177.4,36.00525927,No
Sho Chiku Bai Takara Sake,47773,29.87727041,No
Achaval Ferrer Malbec,41945.51,31.21943207,No
Cline Cool Climate Pnt Nr,46152.05,37.57157049,No
Peter Vella Chablis B/B,41432.36,30.47164101,No
Jack Daniels Tenn Fire VAP,33514.43,14.04756101,No
Fish Eye Cab Svgn,56531.71,32.44076848,No
Flowers Chard Sonoma Cst,39241.57,26.60573978,No
Casa Noble Reposado,31413.23,8.392355705,No
Montezuma Blue Tequila Liqu,39600.36,27.61043081,No
Kenwood Svgn Bl Sonoma,50342.43,43.07783712,No
Verrazzano Chianti Clsc,44422.07,35.50908366,No
Dr McGillicuddy's Peach,38996.16,35.71630318,No
Querceto Sangiovese,37444.65,23.56809317,No
Bakers Bourbon,48827.79,41.3943576,No
Darkhorse Red,41340.26,30.83630824,No
Rutherford Ranch Cab Svgn,50895.29,43.95835057,No
Jolivet Sancerre,42593.14,33.10519018,No
Red Guitar Sangria,43565.91,34.62808421,No
Gruet Brut New Mexico,54853.84,48.31944309,No
Willamette Whole Clst Pnt Nr,43182.65,34.35595083,No
Jaboulet Cotes du Rhone Par,78265.94,38.10229484,No
Nobilo Icon Svgn Bl Marlboro,41630.49,32.0244369,No
St Clement Svgn Bl,37001.14,23.73953884,No
Ch Ste Michelle Indn W Chard,46484.54,39.39146219,No
Blackstone Chard Monterey,50086.14,43.75549803,No
Stateland Cellars Cab Svgn 1,39424.55,28.55390867,No
Talbott Sleepy Hollow Chard,39466.5,28.64794193,No
DeLeon Platinum Tequila,33877.05,16.88567924,No
Little Penguin Chard Ausl,44517.21,36.75830089,No
Great Western Brut,44365.59,36.63970208,No
Jenkins Melon Liqueur,47449.79,40.8231733,No
Sandeman Tawny Port,47198.29,40.51801453,No
Sheep Dip Scotch,39858.68,29.75823585,No
Gallo Sweet Vermouth,42816.51,34.61676349,No
Patron Roca Anejo Tequila,35880.89,22.26703407,No
Ciroc Amaretto Vodka,71096.17,60.71121154,No
Cavit Pinot Grigio Delle Ve,39744.79,29.95811526,No
Mer Soleil Silver Chard,41059.46,32.22239162,No
Jacobs Crk Chard,41213.02,32.50790648,No
Fish Eye Merlot,46590.51,40.30037448,No
Chloe Pnt Nr,40203.35,30.93724777,No
Los Amantes Mezcal,36598.14,24.16376898,No
Skyy Infusions Pacific Blueb,51570.72,46.19146291,No
Jack Daniels Honey + Glass,51568.75,46.22301297,No
Frogs Leap Cab Svgn Napa,47277.98,41.3684341,No
Buehler Cab Svgn Napa,70717.5,60.80279987,No
Adelsheim Pnt Nr Ore,33531.43,17.35467291,No
R Mondavi Privt Slct Chard,47896.84,42.15856411,No
Kendall Jackson Vntrs Rsl Rs,48048.46,42.34206466,No
R M Woodbridge Malbec,46853.14,44.70113073,No
Cesari Valpolicella Clsc Am,67757.69,59.16354291,No
Santa Margherita Prosecco V,43787.86,36.83847532,No
Mas Janeil Cotes Roussillon,53796.05,48.59085379,No
Santa Rita RSV Cab Svgn,44889.15,38.39994743,No
Auchentoshan 12 Yr Sngle Mlt,35098.47,21.40919533,No
Tyrconnell Irish Whiskey,35108.8,21.4573839,No
Stoli Mini Bar 5/50mLs Pack,46318.03,40.50319066,No
Pinnacle Vodka 100 Proof,45590.41,39.58080219,No
Gnarly Head Pnt Grigio,43697.38,36.97537472,No
Bauchant Orange Liqueur,34802.59,20.92890213,No
Cavit Moscato,48518.84,22.93673287,No
Great Western X Dry,42907.05,36.09863647,No
Menage a Trois Pnt Grigio,41533.37,34.14866167,No
Auchentoshan American Oak,36451.45,24.9754948,No
James Oliver American Whisky,30694.15,11.00333451,No
Los Cardos Malbec Mendoza,40077.84,31.86309442,No
Hennessy VSOP Cognac + 50mL,91706.55,70.22371903,No
Dalliance Chardonnay,38671.29,29.43695439,No
James Oliver Rye Whisky,32318.55,15.6059291,No
Smirnoff Sourced Cran Apple,29118.1,6.353779951,No
Stark Conde Cab Svgn,39520.44,31.03103103,No
Grahams Six Grapes,41379.87,34.19046507,No
Irony Cab Svgn,40312.67,32.54309377,No
Powers Signature Release,32031.99,15.11142455,No
Schmitt Sohne Relax Pink Ros,39816.72,31.73244808,No
Argyle Willamette Pnt Nr,40334.71,32.63172092,No
Casamigos Reposado Tequila,40090.02,32.28504251,No
Castello Chianti Classico,50408.34,46.25889287,No
The Naked Grape Pnt Grigio,67132.58,25.80529582,No
W Hill Est Merlot Cntrl Cst,37744.91,28.32887931,No
Jack Daniels Sinatra Select,40501.56,33.20948625,No
J Lohr Los Osos Merlot,59884.23,54.82917623,No
Alamos Ridge Cab Svgn Mendza,50651.64,46.63242888,No
Bolla Amarone Valpolicella,39256.7,31.24317632,No
Noble Vines 446 Chard Monter,38485.28,30.06006452,No
Sogno di Sorrento Lemoncell,36330.89,25.97676523,No
Double Cross Vodka,32341.75,16.90585698,No
R Mondavi Merlot Napa,41227.64,34.96139968,No
Gnarly Head Pnt Nr,44288.71,39.47396526,No
Essenciel Paradis Prvnc Rose,38580.37,30.56792872,No
Grand MacNish 12 Yr Old,43034.43,37.84218822,No
James E Pepper Bourbon,47536.47,43.79885591,No
Barefoot Cellars Pnt Nr,81989.65,36.84310603,No
Carpineto Vino Nobile RSV d,39496.83,32.4985828,No
Duck Pond Willamette Pnt Nr,45361.6,41.27438186,No
Manischewitz Concord Kosher,39193.29,32.12968342,No
Mouton Cadet Rose,44977.74,40.88151161,No
McManis Cab Svgn Cal,43440.01,38.81796989,No
Grgich Hills Cab Svgn Napa,36684.4,27.55353774,No
KAH Blanco Tequila,38147.1,30.37316074,No
Milagro Tequila Anejo SBR,34330.55,22.64991385,No
Bully Hill Love My Goat Rd,44356.8,40.1667839,No
Broadbent Vinho Verde Wh,43732.52,39.35314041,No
Talisker Distillers Edition,37374.66,29.05431113,No
Baroca White Rum,33418.21,20.68695481,No
Taylor Cream Sherry,39386.24,32.75245365,No
99 Apples Schnapps Liqueur,46523.37,43.09795271,No
Melini Borghi D'Elsa Chiant,57378.62,53.87928465,No
Gandia Hoya de Cadenas RSV,41829.58,36.96960381,No
Morellino d Scansano Rsv,47213.04,44.23286448,No
Cade Cab Svgn Howell Mtn,40198.32,34.58002723,No
Black Box Rsl,43544.35,39.61209663,No
F Coppola Sofia Bl de Bl,39190.25,32.91188497,No
Midnight Moon Moonshine,42088.5,37.5411098,No
Arpa Brunello di Montalcino,28727.02,8.49701779,No
Estancia Pnt Grigio Cal,49435.74,46.91209234,No
The Glendronach 12 Yr Scotch,36802.34,28.70178907,No
Ch Carignan Brdx,39131.7,32.95839435,No
Big House Red,38430.03,31.7470218,No
Three Olives Strawberry,33554.69,21.87515367,No
Santa Rita RSV Svgn Bl,40826.97,35.79876244,No
Frei Bros RSV Mendcno Merlot,37344.02,29.82565883,No
Bowmore Darkest Islay 15 Yr,27215.23,3.785490698,No
Banshee Pnt Nr Sonoma Cnty,43594.19,39.98700286,No
Port Charlotte Scotch Barley,35374.15,26.25668744,No
Skinnygirl W Peach Margarita,38890.72,33.00057186,No
Avion Anejo Tequila,37473.18,30.49335551,No
C Y Toro Frontera Chard,44891.62,42.07970218,No
Notre Dame Cousignac Vent 14,36201.21,28.19720667,No
Frisk Prickly Rsl,38674.61,32.80475227,No
KAH Reposado Tequila,40413.09,35.69999225,No
Artesa Carneros Pnt Nr,50959.46,49.04749776,No
Ca'Momi Cab Svgn Napa,57193.35,54.64070561,No
Art In The Age Snap,35592.47,27.1867336,No
Talbott Kali Hart Mtry Chard,37118.25,30.202259,No
Ridge Three Valleys Sonoma,43970.24,41.09793351,No
David Bruce Pnt Nr RRV,36329,28.74794242,No
Four Vines Naked Chard,38720.68,33.16039388,No
Papa's Pilar Dark Rum,31220.69,17.11304266,No
Alphonse Dolly Sancerre Cvee,41356.98,37.51961579,No
Screech Rum,34942.84,26.08013544,No
Tres Generaciones Reposado,31916.61,19.23302631,No
Gekkeikan Plum Wine,37208.8,30.80626088,No
Barefoot Refresh Crisp White,36234.32,29.02877714,No
Paul Dolan Svgn Bl 14 Potter,35054.91,26.66476679,No
Tom Gore Cabernet Svgn CA,35551.69,27.80604804,No
Art In The Age Root Liqueur,34674.74,26.07532169,No
Markham Merlot,39727.02,35.69809666,No
King Est Pnt Nr Ore,27331.52,6.562971983,No
R M Woodbridge Moscato,44716.43,56.33331649,No
Billecart-Salmon Brut Rose,31045.82,17.75105312,No
Steele Chard Cal,43638.12,41.68328058,No
Stolichnaya Chocolat Kokonut,39408.45,64.8428951,No
Bonterra Svgn Bl Organic,49528.92,48.64364093,No
Oh Schist Rsl,38657.03,34.261763,No
The Macallan 25 Yr Old,29119.79,12.8067201,No
14 Hands Pinot Grigio,40353.49,37.10578688,No
Three Olives Vodka w3 50mls,26077.5,2.684076311,No
G Vigouroux L Comtes Cahours,37772.19,32.93293293,No
Gnarly Head Authentic Red,37353.59,32.26867886,No
Sean Minor Cab Svgn,38700.64,34.63059009,No
La Maialina Gertrude Red,37460.58,32.48689689,No
Jadot Burgundy Hills Wh 14,38574.9,34.49507322,No
Belvedere Cytrus Vodka,35992.69,29.82858464,No
Five Rivers Pnt Nr,36610.36,31.04465512,No
Joel Gott Pnt Nr,36618.65,31.08077441,No
F Coppola Rosso Bianco Pnt G,53252.45,52.63913679,No
Paul Masson Rose,43175.08,36.49301782,No
Noble Vines 181 Merlot Lodi,37650.2,33.02516321,No
DeKuyper Anisette,34507.41,31.30214578,No
De Loach Chard Cal,38994.15,35.37861448,No
Marcus James Chard,39464.04,36.21230872,No
Broker's London Dry Gin,32526.71,22.66761686,No
Gallo Twin Valley Svgn Bl Ca,37433.06,32.81206506,No
Clos Pegase Svgn Bl Napa,59855.07,58.0271145,No
Corzo Anejo Tequila,30702.52,18.19407658,No
Rex Goliath Pnt Nr,40204.69,37.53410361,No
Seagrams VO Gold,34714.29,27.6592435,No
Poland Spring Gin,33855.48,25.83773735,No
Emblem Cab Svgn,34135.16,26.44950251,No
Kahlua Midnight,40659.66,38.33647404,No
Menage a Trois Cab Svgn,39084.41,35.9105843,No
R Mondavi Chard Napa,40183.66,37.76500199,No
Midnight Moon,47196.39,47.04984852,No
Barefoot Sweet Red,43166.79,42.10841251,No
Pinnacle Gin,27434.02,8.922935829,No
Gallo Fairbanks Red Port,36263.37,21.4230646,No
Midnight Moon Blackberry,44977.5,44.58722695,No
Three Olives Peach Vodka,26359.38,5.462495704,No
Parducci 13 True Grit Chard,24927.81,0.121189948,No
Jefferson's Ocean Aged Cask,30596.94,18.78351234,No
Ch La Rousseliere St Estephe,36747.55,32.42406637,No
Wente Riva Ranch Chard,42770.74,41.95938625,No
Penfolds Koonunga Hills Shir,48732.74,49.16415535,No
Lagaria Venezie Pnt Grigio,36689.4,32.53201197,No
The Macallan No.2 Edition,29097.09,15.03885784,No
J Vineyards Brut 20,36575.89,32.41728363,No
Madria Sangria,44019.96,33.61008597,No
Luxardo Maraschino Cherries,31504.41,21.62963852,No
Ca'Montini Pinot Grigio Tre,39881.84,38.15606301,No
Noilly Prat Sweet Vermouth,31748.22,22.32484215,No
Taylor Nys Cream Sherry,37059.51,33.46004845,No
Murphy-Goode Cab Svgn Cal,41579.08,40.78026738,No
Faust Cab Svgn Napa Valley,38330.86,35.89442032,No
Veuve Clicquot Brut Grande,33717.19,27.15392356,No
Vinsacro Rioja,35865.57,31.51969981,No
Tomaiolo Pinot Grigio,37403.83,34.36832538,No
Kahlua Mocha,45680.06,46.30033323,No
L Martini RSV Cab Svgn Alex,33412.68,26.84280339,No
Joel Gott Znfdl,33045.57,26.17594431,No
Man Svgn Bl,35560.13,31.40362535,No
